Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk,indicator
BWA,30,72,72,Botswana,0,14,0.82,0.57,0.09,incidence
BRA,30,76,76,Brazil,0,17028,5.4,7.9,0.61,incidence
BLZ,30,84,84,Belize,0,0,0,0,0,incidence
SLB,30,90,90,Solomon Islands,0,6,1.4,0.83,0.17,incidence
BRN,30,96,96,Brunei Darussalam,0,20,4.3,4.5,0.53,incidence
BGR,30,100,100,Bulgaria,0,1730,10.7,25.3,1.3,incidence
MMR,30,104,104,Myanmar,0,1012,1.9,1.8,0.21,incidence
BDI,30,108,108,Burundi,0,108,2.1,0.86,0.24,incidence
BLR,30,112,112,Belarus,0,1464,7.9,15.5,1,incidence
KHM,30,116,116,Cambodia,0,256,2,1.5,0.22,incidence
CMR,30,120,120,Cameroon,0,180,1.4,0.64,0.16,incidence
CAN,30,124,124,Canada,0,15111,15.6,39.4,1.8,incidence
CPV,30,132,132,Cape Verde,0,12,2.5,2.1,0.06,incidence
CAF,30,140,140,Central African Republic,0,36,1.5,0.72,0.17,incidence
LKA,30,144,144,Sri Lanka,0,681,1.9,3.2,0.24,incidence
TCD,30,148,148,Chad,0,302,3.2,1.7,0.36,incidence
CHL,30,152,152,Chile,0,1635,4.7,8.5,0.53,incidence
CHN,30,156,160,China,0,92883,3.4,6.6,0.39,incidence
COL,30,170,170,Colombia,0,2035,2.8,4,0.32,incidence
COM,30,174,174,Comoros,0,24,4.8,2.6,0.64,incidence
COG,30,178,178,"Congo, Republic of",0,21,0.63,0.36,0.08,incidence
COD,30,180,180,"Congo, Democratic People Republic of",0,732,1.6,0.77,0.18,incidence
CRI,30,188,188,Costa Rica,0,280,3.3,5.4,0.38,incidence
HRV,30,191,191,Croatia,0,1213,11.7,29.9,1.4,incidence
CUB,30,192,192,Cuba,0,1462,5.6,12.9,0.68,incidence
CYP,30,196,196,Cyprus,0,319,13.4,26.1,1.6,incidence
CZE,30,203,203,Czechia,0,3145,11.7,29.3,1.5,incidence
BEN,30,204,204,Benin,0,60,0.91,0.47,0.09,incidence
DNK,30,208,208,Denmark,0,2501,16.8,42.9,2,incidence
DOM,30,214,214,Dominican Republic,0,252,2,2.3,0.22,incidence
ECU,30,218,218,Ecuador,0,692,3.2,3.8,0.35,incidence
SLV,30,222,222,El Salvador,0,101,1.2,1.5,0.12,incidence
GNQ,30,226,226,Equatorial Guinea,0,7,1.1,0.47,0.13,incidence
ETH,30,231,231,Ethiopia,0,1647,2.5,1.4,0.3,incidence
ERI,30,232,232,Eritrea,0,52,2.3,1.4,0.28,incidence
EST,30,233,233,Estonia,0,318,9.4,24.1,1.2,incidence
FJI,30,242,242,Fiji,0,23,2.5,2.5,0.33,incidence
FIN,30,246,246,Finland,0,1320,7.9,23.8,0.91,incidence
FRA,30,250,250,France (metropolitan),0,19733,10.1,30.1,1.2,incidence
GUF,30,254,254,French Guyana,0,17,6,5.4,0.76,incidence
PYF,30,258,258,French Polynesia,0,17,4.3,6,0.56,incidence
DJI,30,262,262,Djibouti,0,17,2.1,1.7,0.26,incidence
GAB,30,266,266,Gabon,0,24,1.8,1,0.2,incidence
GEO,30,268,268,Georgia,0,556,7.1,14,0.92,incidence
GMB,30,270,270,The Republic of the Gambia,0,17,1.3,0.66,0.17,incidence
PSE,30,275,275,Gaza Strip and West Bank,0,189,6.6,3.5,0.78,incidence
DEU,30,276,276,Germany,0,29035,12.4,34.6,1.5,incidence
GHA,30,288,288,Ghana,0,529,2.6,1.6,0.31,incidence
GRC,30,300,300,Greece,0,5122,18.1,49.7,2.3,incidence
GLP,30,312,312,"France, Guadeloupe",0,36,3.4,9,0.43,incidence
GUM,30,316,316,Guam,0,5,1.8,2.9,0.23,incidence
GTM,30,320,320,Guatemala,0,114,0.81,0.61,0.1,incidence
GIN,30,324,324,Guinea,0,51,0.77,0.37,0.09,incidence
GUY,30,328,328,Guyana,0,10,1.1,1.3,0.08,incidence
HTI,30,332,332,Haiti,0,275,2.8,2.4,0.26,incidence
HND,30,340,340,Honduras,0,145,1.8,1.4,0.2,incidence
HUN,30,348,348,Hungary,0,3246,14.9,33.8,1.9,incidence
ISL,30,352,352,Iceland,0,89,12.1,25.8,1.5,incidence
IND,30,356,356,India,0,22548,1.6,1.6,0.19,incidence
IDN,30,360,360,Indonesia,0,7381,2.6,2.6,0.3,incidence
IRN,30,364,364,"Iran, Islamic Republic of",0,6400,7.1,7.4,0.84,incidence
IRQ,30,368,368,Iraq,0,1494,6.6,3.5,0.78,incidence
IRL,30,372,372,Ireland,0,986,9.6,19.6,1.1,incidence
ISR,30,376,376,Israel,0,1873,13.7,21,1.6,incidence
ITA,30,380,380,Italy,0,34580,18.1,57.4,2.3,incidence
CIV,30,384,384,Côte d'Ivoire,0,125,0.88,0.45,0.12,incidence
JAM,30,388,388,Jamaica,0,125,3,4.2,0.34,incidence
JPN,30,392,392,Japan,0,34568,7,27.5,0.78,incidence
KAZ,30,398,398,Kazakhstan,0,740,3.3,3.9,0.41,incidence
JOR,30,400,400,Jordan,0,638,8.7,6.2,1,incidence
KEN,30,404,404,Kenya,0,547,2.3,0.97,0.24,incidence
PRK,30,408,408,"Korea, Democratic People Republic of",0,1599,4.1,6.2,0.5,incidence
KOR,30,410,410,"Korea, Republic of",0,5909,4.9,11.5,0.59,incidence
KWT,30,414,414,Kuwait,0,151,4.6,3.5,0.52,incidence
KGZ,30,417,417,Kyrgyzstan,0,121,2.2,1.8,0.28,incidence
LAO,30,418,418,Lao People's Democratic Republic,0,101,1.9,1.4,0.21,incidence
LBN,30,422,422,Lebanon,0,703,8.9,10.5,1.1,incidence
LSO,30,426,426,Lesotho,0,26,1.6,1.2,0.15,incidence
LVA,30,428,428,Latvia,0,521,11.1,28.2,1.4,incidence
LBR,30,430,430,Liberia,0,20,0.67,0.38,0.08,incidence
LBY,30,434,434,Libya,0,481,8.7,6.8,1,incidence
LTU,30,440,440,Lithuania,0,536,7.8,20.1,0.96,incidence
LUX,30,442,442,Luxembourg,0,110,7,17.1,0.67,incidence
MDG,30,450,450,Madagascar,0,776,5,2.7,0.58,incidence
MWI,30,454,454,Malawi,0,779,7.2,3.9,0.83,incidence
MYS,30,458,458,Malaysia,0,964,2.6,2.9,0.29,incidence
MDV,30,462,462,Maldives,0,7,1.9,1.3,0.21,incidence
MLI,30,466,466,Mali,0,781,7.8,3.6,0.9,incidence
MLT,30,470,470,Malta,0,125,10.2,28.2,1.3,incidence
MTQ,30,474,474,"France, Martinique",0,38,3,10.2,0.31,incidence
MRT,30,478,478,Mauritania,0,66,2.3,1.4,0.26,incidence
MUS,30,480,480,Mauritius,0,70,3.1,5.5,0.36,incidence
MEX,30,484,484,Mexico,0,3814,2.5,2.9,0.29,incidence
MNG,30,496,496,Mongolia,0,46,1.6,1.4,0.19,incidence
MDA,30,498,498,Moldova,0,498,7.2,12.4,0.97,incidence
MNE,30,499,499,Montenegro,0,107,8,17,1,incidence
MAR,30,504,504,Morocco,0,2207,5.1,5.8,0.62,incidence
MOZ,30,508,508,Mozambique,0,878,5.5,2.7,0.64,incidence
OMN,30,512,512,Oman,0,163,5.2,3.1,0.63,incidence
NAM,30,516,516,Namibia,0,50,3.1,1.9,0.35,incidence
NPL,30,524,524,Nepal,0,451,1.7,1.5,0.2,incidence
NLD,30,528,528,The Netherlands,0,7835,17.4,45.5,2.1,incidence
NCL,30,540,540,New Caledonia,0,36,8.4,12.4,1,incidence
VUT,30,548,548,Vanuatu,0,4,2,1.2,0.25,incidence
NZL,30,554,554,New Zealand,0,662,5.8,13.5,0.65,incidence
NIC,30,558,558,Nicaragua,0,76,1.2,1.1,0.13,incidence
NER,30,562,562,Niger,0,293,2.5,1.1,0.29,incidence
NGA,30,566,566,Nigeria,0,1374,1.5,0.63,0.16,incidence
NOR,30,578,578,Norway,0,1725,13,31.3,1.5,incidence
PAK,30,586,586,Pakistan,0,5391,3.4,2.4,0.4,incidence
PAN,30,591,591,Panama,0,106,1.8,2.4,0.21,incidence
PNG,30,598,598,Papua New Guinea,0,135,2.4,1.5,0.3,incidence
PRY,30,600,600,Paraguay,0,191,2.6,2.6,0.32,incidence
PER,30,604,604,Peru,0,1076,2.3,3.2,0.23,incidence
PHL,30,608,608,Philippines,0,2094,2.1,1.9,0.26,incidence
POL,30,616,616,Poland,0,11992,12.9,31.8,1.7,incidence
PRT,30,620,620,Portugal,0,3517,11,34.7,1.4,incidence
GNB,30,624,624,Guinea-Bissau,0,18,1.6,0.87,0.19,incidence
TLS,30,626,626,Timor-Leste,0,15,1.6,1.1,0.14,incidence
PRI,30,630,630,Puerto Rico,0,399,4.9,14.1,0.56,incidence
QAT,30,634,634,Qatar,0,55,4.4,1.9,0.49,incidence
REU,30,638,638,"France, La Réunion",0,82,4.8,9,0.58,incidence
ROU,30,642,642,Romania,0,5157,11.8,27.1,1.5,incidence
RUS,30,643,643,Russian Federation,0,19352,6.9,13.3,0.9,incidence
RWA,30,646,646,Rwanda,0,61,0.81,0.45,0.09,incidence
LCA,30,662,662,Saint Lucia,0,2,0.68,1.1,0.07,incidence
STP,30,678,678,Sao Tome and Principe,0,7,5.6,3.1,0.82,incidence
SAU,30,682,682,Saudi Arabia,0,923,3.2,2.6,0.36,incidence
SEN,30,686,686,Senegal,0,311,3.2,1.8,0.37,incidence
SRB,30,688,688,Serbia,0,2299,12.5,26.6,1.6,incidence
SLE,30,694,694,Sierra Leone,0,4,0.09,0.05,0,incidence
SGP,30,702,702,Singapore,0,465,3.9,7.8,0.45,incidence
SVK,30,703,703,Slovakia,0,1451,11.7,26.6,1.5,incidence
VNM,30,704,704,Viet Nam,0,1972,1.6,2,0.19,incidence
SVN,30,705,705,Slovenia,0,670,12.2,32.2,1.5,incidence
SOM,30,706,706,Somalia,0,172,2.3,1,0.25,incidence
ZAF,30,710,710,South Africa,0,2148,4.1,3.5,0.45,incidence
ZWE,30,716,716,Zimbabwe,0,199,2.7,1.3,0.32,incidence
ESP,30,724,724,Spain,0,21418,19.3,45.8,2.4,incidence
SSD,30,728,728,South Sudan,0,109,1.8,0.94,0.2,incidence
SDN,30,729,729,Sudan,0,591,2.2,1.3,0.25,incidence
SUR,30,740,740,Suriname,0,13,2,2.2,0.22,incidence
SWZ,30,748,748,Eswatini,0,7,1.1,0.59,0.12,incidence
SWE,30,752,752,Sweden,0,3390,12.2,33.2,1.4,incidence
CHE,30,756,756,Switzerland,0,3202,14.7,36.5,1.8,incidence
SYR,30,760,760,Syrian Arab Republic,0,721,4.9,3.7,0.53,incidence
TJK,30,762,762,Tajikistan,0,69,1,0.69,0.12,incidence
THA,30,764,764,Thailand,0,4596,3.4,6.6,0.4,incidence
TGO,30,768,768,Togo,0,56,1.3,0.65,0.14,incidence
TTO,30,780,780,Trinidad and Tobago,0,85,3.7,6,0.44,incidence
ARE,30,784,784,United Arab Emirates,0,229,6.1,2.3,0.7,incidence
TUN,30,788,788,Tunisia,0,1402,8.9,11.6,1.1,incidence
TUR,30,792,792,Türkiye,0,13125,11.6,15.3,1.4,incidence
TKM,30,795,795,Turkmenistan,0,150,2.9,2.4,0.35,incidence
UGA,30,800,800,Uganda,0,326,1.9,0.67,0.2,incidence
UKR,30,804,804,Ukraine,0,5424,6.3,12.6,0.81,incidence
MKD,30,807,807,North Macedonia,0,283,7.4,13.6,0.97,incidence
EGY,30,818,818,Egypt,0,13097,15.2,12.3,1.9,incidence
GBR,30,826,826,United Kingdom,0,23643,13.4,34.5,1.6,incidence
TZA,30,834,834,"Tanzania, United Republic of",0,1142,4.1,1.8,0.46,incidence
USA,30,840,840,United States of America,0,80404,10.5,24,1.2,incidence
BFA,30,854,854,Burkina Faso,0,991,9.7,4.5,1.2,incidence
URY,30,858,858,Uruguay,0,599,8.8,17.1,1.1,incidence
UZB,30,860,860,Uzbekistan,0,774,2.6,2.3,0.33,incidence
VEN,30,862,862,Venezuela,0,1249,3.6,4.3,0.39,incidence
WSM,30,882,882,Samoa,0,8,4.9,4,0.67,incidence
YEM,30,887,887,Yemen,0,333,2.1,1.1,0.23,incidence
ZMB,30,894,894,Zambia,0,252,3.4,1.3,0.39,incidence
,,,,Total,,614127,5.6,7.8,0.64,incidence
AFG,31,4,4,Afghanistan,0,1134,3.8,2.8,0.37,incidence
ALB,31,8,8,Albania,0,279,7,9.7,0.71,incidence
DZA,31,12,12,Algeria,0,2038,4.5,4.5,0.44,incidence
AGO,31,24,24,Angola,0,1074,3.7,3.1,0.36,incidence
AZE,31,31,31,Azerbaijan,0,669,5.5,6.5,0.57,incidence
ARG,31,32,32,Argentina,0,2012,3.7,4.4,0.36,incidence
AUS,31,36,36,Australia,0,2141,5.6,8.2,0.57,incidence
AUT,31,40,40,Austria,0,722,5.3,8,0.51,incidence
BHS,31,44,44,Bahamas,0,9,1.9,2.3,0.21,incidence
BHR,31,48,48,Bahrain,0,31,2.1,1.7,0.25,incidence
BGD,31,50,50,Bangladesh,0,1341,0.81,0.8,0.08,incidence
ARM,31,51,51,Armenia,0,270,6.8,9.1,0.69,incidence
BRB,31,52,52,Barbados,0,6,1.1,2.1,0.15,incidence
BEL,31,56,56,Belgium,0,876,5,7.5,0.49,incidence
BTN,31,64,64,Bhutan,0,14,1.9,1.8,0.22,incidence
BOL,31,68,68,Bolivia,0,268,2.3,2.2,0.26,incidence
BIH,31,70,70,Bosnia Herzegovina,0,388,6.6,11.9,0.74,incidence
BWA,31,72,72,Botswana,0,14,0.58,0.57,0.04,incidence
BRA,31,76,76,Brazil,0,12253,4.6,5.7,0.47,incidence
BLZ,31,84,84,Belize,0,3,0.89,0.73,0.12,incidence
SLB,31,90,90,Solomon Islands,0,2,0.34,0.28,0.03,incidence
BRN,31,96,96,Brunei Darussalam,0,6,1.1,1.4,0.11,incidence
BGR,31,100,100,Bulgaria,0,804,6.8,11.8,0.72,incidence
MMR,31,104,104,Myanmar,0,1119,2.1,2,0.2,incidence
BDI,31,108,108,Burundi,0,99,1.3,0.78,0.13,incidence
BLR,31,112,112,Belarus,0,651,5.1,6.9,0.51,incidence
KHM,31,116,116,Cambodia,0,563,3.8,3.3,0.36,incidence
CMR,31,120,120,Cameroon,0,109,0.51,0.39,0.05,incidence
CAN,31,124,124,Canada,0,3181,5.5,8.3,0.52,incidence
CPV,31,132,132,Cape Verde,0,1,0.25,0.18,0.04,incidence
CAF,31,140,140,Central African Republic,0,26,0.74,0.52,0.08,incidence
LKA,31,144,144,Sri Lanka,0,491,1.8,2.3,0.17,incidence
TCD,31,148,148,Chad,0,71,0.75,0.41,0.08,incidence
CHL,31,152,152,Chile,0,727,3.1,3.8,0.28,incidence
CHN,31,156,160,China,0,87498,4.2,6.2,0.43,incidence
COL,31,170,170,Colombia,0,1969,3.3,3.8,0.32,incidence
COM,31,174,174,Comoros,0,0,0,0,0,incidence
COG,31,178,178,"Congo, Republic of",0,14,0.29,0.24,0.03,incidence
COD,31,180,180,"Congo, Democratic People Republic of",0,396,0.63,0.42,0.06,incidence
CRI,31,188,188,Costa Rica,0,225,3.7,4.3,0.36,incidence
HRV,31,191,191,Croatia,0,456,6.5,11.2,0.65,incidence
CUB,31,192,192,Cuba,0,905,5.2,8,0.52,incidence
CYP,31,196,196,Cyprus,0,135,6.9,11,0.66,incidence
CZE,31,203,203,Czechia,0,906,4.9,8.4,0.51,incidence
BEN,31,204,204,Benin,0,83,0.9,0.65,0.11,incidence
DNK,31,208,208,Denmark,0,642,5.7,11,0.58,incidence
DOM,31,214,214,Dominican Republic,0,405,3.4,3.7,0.33,incidence
ECU,31,218,218,Ecuador,0,691,3.6,3.8,0.33,incidence
SLV,31,222,222,El Salvador,0,291,3.9,4.4,0.37,incidence
GNQ,31,226,226,Equatorial Guinea,0,8,0.66,0.53,0.06,incidence
ETH,31,231,231,Ethiopia,0,960,1.1,0.79,0.11,incidence
ERI,31,232,232,Eritrea,0,34,1.2,0.93,0.12,incidence
EST,31,233,233,Estonia,0,124,6.2,9.4,0.59,incidence
FJI,31,242,242,Fiji,0,2,0.22,0.22,0.02,incidence
FIN,31,246,246,Finland,0,433,4.8,7.8,0.46,incidence
FRA,31,250,250,France (metropolitan),0,6921,6.4,10.6,0.64,incidence
GUF,31,254,254,French Guyana,0,6,2,1.9,0.2,incidence
PYF,31,258,258,French Polynesia,0,8,2.1,2.8,0.27,incidence
DJI,31,262,262,Djibouti,0,6,0.6,0.59,0.06,incidence
GAB,31,266,266,Gabon,0,19,0.96,0.81,0.09,incidence
GEO,31,268,268,Georgia,0,403,7,10.2,0.69,incidence
GMB,31,270,270,The Republic of the Gambia,0,6,0.39,0.23,0.05,incidence
PSE,31,275,275,Gaza Strip and West Bank,0,158,3.6,3,0.35,incidence
DEU,31,276,276,Germany,0,7955,5.1,9.5,0.53,incidence
GHA,31,288,288,Ghana,0,413,1.8,1.3,0.16,incidence
GRC,31,300,300,Greece,0,1306,6.5,12.7,0.64,incidence
GLP,31,312,312,"France, Guadeloupe",0,15,1.8,3.8,0.25,incidence
GUM,31,316,316,Guam,0,0,0,0,0,incidence
GTM,31,320,320,Guatemala,0,274,1.8,1.5,0.2,incidence
GIN,31,324,324,Guinea,0,221,3.7,1.6,0.4,incidence
GUY,31,328,328,Guyana,0,2,0.24,0.25,0.02,incidence
HTI,31,332,332,Haiti,0,35,0.37,0.3,0.04,incidence
HND,31,340,340,Honduras,0,431,4.6,4.2,0.45,incidence
HUN,31,348,348,Hungary,0,793,5.2,8.3,0.51,incidence
ISL,31,352,352,Iceland,0,48,8.2,13.9,0.81,incidence
IND,31,356,356,India,0,32574,2.3,2.3,0.22,incidence
IDN,31,360,360,Indonesia,0,5738,2,2.1,0.18,incidence
IRN,31,364,364,"Iran, Islamic Republic of",0,5803,6.3,6.8,0.63,incidence
IRQ,31,368,368,Iraq,0,1769,5.5,4.2,0.55,incidence
IRL,31,372,372,Ireland,0,429,6.1,8.6,0.59,incidence
ISR,31,376,376,Israel,0,550,5.1,6.2,0.49,incidence
ITA,31,380,380,Italy,0,6345,5.6,10.5,0.56,incidence
CIV,31,384,384,Côte d'Ivoire,0,199,1.2,0.72,0.12,incidence
JAM,31,388,388,Jamaica,0,64,2.1,2.1,0.17,incidence
JPN,31,392,392,Japan,0,5361,2.5,4.3,0.22,incidence
KAZ,31,398,398,Kazakhstan,0,776,3.7,4,0.37,incidence
JOR,31,400,400,Jordan,0,431,4.8,4.2,0.46,incidence
KEN,31,404,404,Kenya,0,736,2.1,1.3,0.23,incidence
PRK,31,408,408,"Korea, Democratic People Republic of",0,1086,3.3,4.2,0.34,incidence
KOR,31,410,410,"Korea, Republic of",0,2132,2.9,4.2,0.27,incidence
KWT,31,414,414,Kuwait,0,76,1.8,1.7,0.19,incidence
KGZ,31,417,417,Kyrgyzstan,0,245,3.9,3.6,0.4,incidence
LAO,31,418,418,Lao People's Democratic Republic,0,193,3,2.6,0.29,incidence
LBN,31,422,422,Lebanon,0,290,4,4.3,0.41,incidence
LSO,31,426,426,Lesotho,0,9,0.47,0.41,0.04,incidence
LVA,31,428,428,Latvia,0,192,6.5,10.4,0.65,incidence
LBR,31,430,430,Liberia,0,68,2.4,1.3,0.24,incidence
LBY,31,434,434,Libya,0,298,4.5,4.2,0.51,incidence
LTU,31,440,440,Lithuania,0,312,6.8,11.7,0.68,incidence
LUX,31,442,442,Luxembourg,0,41,3.2,6.4,0.35,incidence
MDG,31,450,450,Madagascar,0,257,1.2,0.88,0.1,incidence
MWI,31,454,454,Malawi,0,89,0.62,0.44,0.05,incidence
MYS,31,458,458,Malaysia,0,870,2.5,2.6,0.23,incidence
MDV,31,462,462,Maldives,0,9,1.5,1.7,0.12,incidence
MLI,31,466,466,Mali,0,164,1.3,0.76,0.14,incidence
MLT,31,470,470,Malta,0,41,5.2,9.2,0.56,incidence
MTQ,31,474,474,"France, Martinique",0,16,2.1,4.3,0.29,incidence
MRT,31,478,478,Mauritania,0,40,1.3,0.82,0.13,incidence
MUS,31,480,480,Mauritius,0,40,2.4,3.1,0.23,incidence
MEX,31,484,484,Mexico,0,3529,2.6,2.7,0.24,incidence
MNG,31,496,496,Mongolia,0,93,3,2.8,0.31,incidence
MDA,31,498,498,Moldova,0,331,6.2,8.3,0.65,incidence
MNE,31,499,499,Montenegro,0,77,7.9,12.3,0.76,incidence
MAR,31,504,504,Morocco,0,1389,3.5,3.7,0.34,incidence
MOZ,31,508,508,Mozambique,0,111,0.39,0.34,0.03,incidence
OMN,31,512,512,Oman,0,128,2.7,2.4,0.25,incidence
NAM,31,516,516,Namibia,0,33,1.5,1.3,0.14,incidence
NPL,31,524,524,Nepal,0,289,1.1,0.96,0.11,incidence
NLD,31,528,528,The Netherlands,0,1394,5.1,8.1,0.51,incidence
NCL,31,540,540,New Caledonia,0,13,3.3,4.5,0.38,incidence
VUT,31,548,548,Vanuatu,0,0,0,0,0,incidence
NZL,31,554,554,New Zealand,0,381,5.4,7.8,0.54,incidence
NIC,31,558,558,Nicaragua,0,167,2.6,2.5,0.25,incidence
NER,31,562,562,Niger,0,149,0.82,0.57,0.08,incidence
NGA,31,566,566,Nigeria,0,1633,1.1,0.75,0.1,incidence
NOR,31,578,578,Norway,0,620,7.2,11.3,0.71,incidence
PAK,31,586,586,Pakistan,0,5342,2.7,2.3,0.26,incidence
PAN,31,591,591,Panama,0,93,2,2.1,0.18,incidence
PNG,31,598,598,Papua New Guinea,0,74,1.1,0.8,0.12,incidence
PRY,31,600,600,Paraguay,0,183,2.6,2.5,0.25,incidence
PER,31,604,604,Peru,0,1073,2.9,3.2,0.25,incidence
PHL,31,608,608,Philippines,0,2480,2.4,2.2,0.23,incidence
POL,31,616,616,Poland,0,4099,6.7,10.9,0.68,incidence
PRT,31,620,620,Portugal,0,1203,6.2,11.9,0.61,incidence
GNB,31,624,624,Guinea-Bissau,0,30,2.4,1.5,0.26,incidence
TLS,31,626,626,Timor-Leste,0,13,1,0.95,0.08,incidence
PRI,31,630,630,Puerto Rico,0,128,3,4.5,0.28,incidence
QAT,31,634,634,Qatar,0,44,1.8,1.5,0.21,incidence
REU,31,638,638,"France, La Réunion",0,41,3.4,4.5,0.36,incidence
ROU,31,642,642,Romania,0,2119,6.5,11.1,0.69,incidence
RUS,31,643,643,Russian Federation,0,10892,5.3,7.5,0.53,incidence
RWA,31,646,646,Rwanda,0,171,1.6,1.3,0.14,incidence
LCA,31,662,662,Saint Lucia,0,0,0,0,0,incidence
STP,31,678,678,Sao Tome and Principe,0,0,0,0,0,incidence
SAU,31,682,682,Saudi Arabia,0,666,1.9,1.9,0.18,incidence
SEN,31,686,686,Senegal,0,193,2.1,1.1,0.21,incidence
SRB,31,688,688,Serbia,0,849,5.9,9.8,0.61,incidence
SLE,31,694,694,Sierra Leone,0,1,0.01,0.01,0,incidence
SGP,31,702,702,Singapore,0,225,2.8,3.8,0.26,incidence
SVK,31,703,703,Slovakia,0,502,5.7,9.2,0.58,incidence
VNM,31,704,704,Viet Nam,0,2829,2.6,2.9,0.25,incidence
SVN,31,705,705,Slovenia,0,227,5.8,10.9,0.58,incidence
SOM,31,706,706,Somalia,0,152,1.4,0.9,0.15,incidence
ZAF,31,710,710,South Africa,0,836,1.5,1.4,0.15,incidence
ZWE,31,716,716,Zimbabwe,0,231,2.2,1.5,0.22,incidence
ESP,31,724,724,Spain,0,4317,5.4,9.2,0.54,incidence
SSD,31,728,728,South Sudan,0,104,1.3,0.9,0.13,incidence
SDN,31,729,729,Sudan,0,483,1.4,1.1,0.14,incidence
SUR,31,740,740,Suriname,0,18,2.8,3,0.26,incidence
SWZ,31,748,748,Eswatini,0,6,0.47,0.51,0.03,incidence
SWE,31,752,752,Sweden,0,926,6.1,9.1,0.61,incidence
CHE,31,756,756,Switzerland,0,805,5.6,9.2,0.56,incidence
SYR,31,760,760,Syrian Arab Republic,0,1028,6.3,5.3,0.64,incidence
TJK,31,762,762,Tajikistan,0,371,4.5,3.7,0.43,incidence
THA,31,764,764,Thailand,0,2586,2.8,3.7,0.26,incidence
TGO,31,768,768,Togo,0,48,0.79,0.55,0.09,incidence
TTO,31,780,780,Trinidad and Tobago,0,32,2,2.3,0.17,incidence
ARE,31,784,784,United Arab Emirates,0,133,2.1,1.3,0.23,incidence
TUN,31,788,788,Tunisia,0,454,3.3,3.8,0.31,incidence
TUR,31,792,792,Türkiye,0,6511,6.4,7.6,0.59,incidence
TKM,31,795,795,Turkmenistan,0,257,4.3,4.1,0.42,incidence
UGA,31,800,800,Uganda,0,462,1.9,0.95,0.19,incidence
UKR,31,804,804,Ukraine,0,2388,4.1,5.5,0.4,incidence
MKD,31,807,807,North Macedonia,0,261,7.3,12.5,0.89,incidence
EGY,31,818,818,Egypt,0,4452,4.6,4.2,0.44,incidence
GBR,31,826,826,United Kingdom,0,5811,5.5,8.5,0.54,incidence
TZA,31,834,834,"Tanzania, United Republic of",0,194,0.46,0.31,0.04,incidence
USA,31,840,840,United States of America,0,24940,5.5,7.5,0.51,incidence
BFA,31,854,854,Burkina Faso,0,361,2.4,1.6,0.28,incidence
URY,31,858,858,Uruguay,0,241,4.9,6.9,0.49,incidence
UZB,31,860,860,Uzbekistan,0,1692,4.9,4.9,0.48,incidence
VEN,31,862,862,Venezuela,0,876,2.8,3,0.27,incidence
WSM,31,882,882,Samoa,0,4,2.2,2,0.34,incidence
YEM,31,887,887,Yemen,0,757,2.9,2.4,0.27,incidence
ZMB,31,894,894,Zambia,0,241,2,1.2,0.2,incidence
,,,,Total,,321624,3.5,4.1,0.35,incidence
AFG,20,4,4,Afghanistan,0,3545,29.4,17.9,3.1,incidence
ALB,20,8,8,Albania,0,1022,51.1,72.6,5.2,incidence
DZA,20,12,12,Algeria,0,14601,61.9,65.1,6.3,incidence
AGO,20,24,24,Angola,0,2898,29.4,16.4,3.3,incidence
AZE,20,31,31,Azerbaijan,0,2195,32.9,42.6,3.5,incidence
ARG,20,32,32,Argentina,0,21631,71.3,91.8,7.8,incidence
AUS,20,36,36,Australia,0,21931,101.5,167.6,10.9,incidence
AUT,20,40,40,Austria,0,5983,69.5,130.3,7.5,incidence
BHS,20,44,44,Bahamas,0,172,64.6,83.6,6.6,incidence
BHR,20,48,48,Bahrain,0,324,58.5,51.7,6.5,incidence
BGD,20,50,50,Bangladesh,0,12989,15.2,15.6,1.6,incidence
ARM,20,51,51,Armenia,0,1013,39.6,64.4,4.6,incidence
BRB,20,52,52,Barbados,0,145,57.7,97.7,5.8,incidence
BEL,20,56,56,Belgium,0,11255,104.4,191.5,11,incidence
BTN,20,64,64,Bhutan,0,16,4.6,4.3,0.5,incidence
BOL,20,68,68,Bolivia,0,1679,26.8,28.1,2.5,incidence
BIH,20,70,70,Bosnia Herzegovina,0,1539,51.9,92.8,5.6,incidence
BWA,20,72,72,Botswana,0,257,23,20.5,2.5,incidence
BRA,20,76,76,Brazil,0,94728,63.1,86.4,6.8,incidence
BLZ,20,84,84,Belize,0,85,46.8,41,5.2,incidence
SLB,20,90,90,Solomon Islands,0,129,49.2,36.4,5.2,incidence
BRN,20,96,96,Brunei Darussalam,0,131,50.2,61.1,5.4,incidence
BGR,20,100,100,Bulgaria,0,3558,52.8,101,5.7,incidence
MMR,20,104,104,Myanmar,0,7644,23.4,26.7,2.4,incidence
BDI,20,108,108,Burundi,0,863,25.3,13.6,2.8,incidence
BLR,20,112,112,Belarus,0,5183,56.6,102.9,6.4,incidence
KHM,20,116,116,Cambodia,0,2116,25.1,24.1,2.6,incidence
CMR,20,120,120,Cameroon,0,4207,48.6,30.2,5.1,incidence
CAN,20,124,124,Canada,0,31823,88.6,164.7,9.8,incidence
CPV,20,132,132,Cape Verde,0,67,23.4,23.7,2.5,incidence
CAF,20,140,140,Central African Republic,0,574,37.7,22.7,3.9,incidence
